sqlzoo_id	title	yr	director	budget	gross	actors
11359	Blue Velvet	1986	11172	6000000	8551228	2810::Hope Lange|2817::Priscilla Pointer|2896::Laura Dern|4529::George Dickerson|4746::Dean Stockwell|5332::Brad Dourif|5738::Dennis Hopper|7421::Frances Bay|8984::Jack Nance|10260::Isabella Rossellini|11173::Kyle MacLachlan
21794	Wild at Heart	1990	11172			711::Diane Ladd|1321::Nicolas Cage|1340::Harry Dean Stanton|1346::Crispin Glover|2896::Laura Dern|4441::Willem Dafoe|10260::Isabella Rossellini
15478	Mask	1985	1113		108144200	749::Eric Stoltz|2839::Kelly Jo Minter|2896::Laura Dern|9013::Sam Elliott|9823::Harry Carey Jr.|12524::Cher|17233::Alexandra Powers|21831::Lawrence Monoson|23709::Richard Dysart|29718::Estelle Getty|29870::Dennis Burkley|29871::Les Dudek
17286	Sense and Sensibility	1996	12069		134993774	145::Hugh Laurie|198::Robert Hardy|1019::Tom Wilkinson|2277::Kate Winslet|5255::Alan Rickman|5945::Hugh Grant|6332::Emma Thompson|7071::Imelda Staunton|7929::Harriet Walter|11905::Gemma Jones|21621::James Fleet|26618::Greg Wise|35673::Emma Thompson|35674::Imogen Stubbs|35675::Emilie François|35676::Elizabeth Spriggs|35677::Richard Lumsden
13138	Finding Neverland	2004	20819	25000000	118676606	192::Jimmy Gardner|2111::Freddie Highmore|2277::Kate Winslet|2797::Johnny Depp|4646::Dustin Hoffman|5888::Toby Jones|8532::Ian Hart|10368::Julie Christie|12521::Paul Whitehouse|14255::Eileen Essell|14859::Mackenzie Crook|19502::Kelly Macdonald|20648::Radha Mitchell|20820::Nick Roud|20821::Joe Prospero|20822::Oliver Fox|20823::Angus Barnett|20824::Kate Maberly|20825::Matt Green
13759	Hamlet	1996	2691	18000000	4708156	174::Gérard Depardieu|185::Richard Attenborough|1120::Charlton Heston|1384::Robin Williams|1564::Richard Briers|2277::Kate Winslet|2332::Rufus Sewell|2620::Judi Dench|2691::Kenneth Branagh|4828::Jack Lemmon|4951::Brian Blessed|5257::Timothy Spall|5889::Nicholas Farrell|5916::Billy Crystal|6370::Simon Russell Beale|7332::John Gielgud|8289::Michael Maloney|9110::Derek Jacobi|9390::Rosemary Harris|10368::Julie Christie|11975::John Mills|14861::Ian McElhinney|23548::Reece Dinsdale|23549::Ken Dodd
17443	Shrek	2001	36205	60000000	484409218	155::Jim Cummings|586::John Lithgow|1039::Eddie Murphy|1089::Mike Myers|1801::Vincent Cassel|2384::Cameron Diaz|4894::Frank Welker|9570::Simon J. Smith|19174::Kathleen Freeman|29382::Elisa Gabrielli|29383::Chris Miller|29384::Christopher Knights|29385::Conrad Vernon|36205::Andrew Adamson|36206::Mike Myers|36207::Cody Cameron|36208::Aron Warner
15846	My Best Friend's Wedding	1997	15733	46000000	299288605	2384::Cameron Diaz|2631::Rupert Everett|2668::Harry Shearer|3828::Dermot Mulroney|4842::M. Emmet Walsh|5915::Julia Roberts|6113::Paul Giamatti|7103::Philip Bosco|11071::Rachel Griffiths|16524::Chris Masterson|19165::Carrie Preston|31101::Susan Sullivan
13466	Gangs of New York	2002	2898	97000000	193772504	230::Henry Thomas|653::Eddie Marsan|723::Brendan Gleeson|1344::John C. Reilly|2249::Leonardo DiCaprio|2335::Roger Ashton-Griffiths|2384::Cameron Diaz|2641::John Sessions|2770::Alec McCowen|2898::Martin Scorsese|2932::Liam Neeson|3038::Daniel Day-Lewis|4266::Cara Seymour|5037::David Hemmings|7106::Jim Broadbent|10353::Gary Lewis|10937::Michael Byrne|18411::Stephen Graham|22261::Larry Gilliard Jr.|22262::Barbara Bouchet|22263::Richard Graham|22264::Giovanni Lombardo Radice
10222	A Life Less Ordinary	1997	242			343::Tony Shalhoub|1696::Dan Hedaya|2383::Ewan McGregor|2384::Cameron Diaz|2385::Holly Hunter|2386::Delroy Lindo|2387::Ian Holm|2388::Stanley Tucci|2389::Maury Chaykin|2390::K.K. Dodds|2391::Ian McNeice|2392::Christopher Gorham|2393::Timothy Olyphant
20622	The Talented Mr. Ripley	1999	7933	40000000	128798265	694::Philip Seymour Hoffman|1306::James Rebhorn|1377::Jude Law|2888::Gwyneth Paltrow|4522::Celia Weston|4757::Philip Baker Hall|5610::Matt Damon|6362::Cate Blanchett|33240::Jack Davenport|43278::Sergio Rubini
11696	Capote	2005	13123	7000000	49233161	588::Bob Balaban|694::Philip Seymour Hoffman|1326::Catherine Keener|2812::Marshall Bell|3452::Chris Cooper|7466::C. Ernst Harth|8296::Clifton Collins Jr.|9005::Bruce Greenwood|13124::Mark Pellegrino|13125::Amy Ryan|13126::R.D. Reid
11399	Boogie Nights	1997	11356	15000000	43101594	694::Philip Seymour Hoffman|1344::John C. Reilly|1697::William H. Macy|3821::Alfred Molina|4563::Don Cheadle|4757::Philip Baker Hall|6364::Julianne Moore|6753::Luis Guzmán|6759::Heather Graham|7823::Burt Reynolds|10827::Robert Ridgely|11357::Mark Wahlberg|11358::Nicole Ari Parker|11359::Nina Hartley|11360::Thomas Jane|11361::Melora Walters|11362::Michael Jace|11363::Ricky Jay|11364::Joanna Gleason|11365::Laurel Holloman|11366::Michael Penn|11367::Robert Downey Sr.|11368::John Doe
16702	Punch-Drunk Love	2002	11356	25000000	24665649	694::Philip Seymour Hoffman|1070::Adam Sandler|6684::Emily Watson|6753::Luis Guzmán|10383::Robert Smigel|19087::Mary Lynn Rajskub
13204	Flawless	1999	1320	15000000	4485485	364::Robert De Niro|694::Philip Seymour Hoffman|1325::Chris Bauer|7652::Penny Balfour|14374::Victor Rasuk|17166::Rory Cochrane|20287::Barry Miller|21074::Robert De Niro|21075::Wilson Jermaine Heredia|21076::Daphne Rubin-Vega|21077::Jude Ciccolella|21078::Mina Bern
15682	Moneyball	2011	13123	50000000		276::Brad Pitt|648::Naomi Watts|694::Philip Seymour Hoffman|3980::Jonah Hill|4265::Spike Jonze|15164::Greg Cipes|16586::Michelle Ruff|17611::Robin Wright|19000::Hynden Walch|19788::Scott Menville|27194::Ben Diskin|30276::Johnny Yong Bosch|30515::Chris Pratt|30516::Casey Bond|30517::Stephen Bishop|30518::Royce Clayton|30519::Kerris Dorsey|30520::Robert Kotick|30521::Crispin Freeman|30522::Kate Higgins|30523::Yuri Lowenthal|30524::Nolan North|30525::Mari Devon|30526::Wendee Lee|30527::Quinton Flynn|30528::Ashley Johnson
18435	The Big Lebowski	1998	3091			326::Steve Buscemi|329::Peter Stormare|694::Philip Seymour Hoffman|1296::Jeff Bridges|4488::David Thewlis|5695::Tara Reid|5965::Jon Polito|6364::Julianne Moore|6501::Ben Gazzara|6752::John Turturro|7417::John Goodman|8597::David Huddleston|9013::Sam Elliott|13124::Mark Pellegrino|15915::Jack Kehler|18646::Leon Russom|39063::Jimmie Dale Gilmore|39064::Asia Carrera
11609	Butch Cassidy and the Sundance Kid	1969	2448	6000000	102118287	556::Percy Helton|837::Henry Jones|2697::Paul Newman|3031::Robert Redford|3504::Cloris Leachman|3554::George Furth|9013::Sam Elliott|9599::Jeff Corey|12622::Katharine Ross|12623::Strother Martin|12624::Ted Cassidy|12625::Kenneth Mars|12626::Donnelly Rhodes|12627::Don Keefer|12628::Charles Dierkop|12629::Pancho Córdova|12630::Nelson Olmsted|12631::Eric Sinclair|12632::José Chávez|12633::Dave Dunlop|12634::Enrique Lucero|12635::Thurl Ravenscroft|12636::Jorge Russek
11790	Cat on a Hot Tin Roof	1958	3	3000000	26355483	2428::Elizabeth Taylor|2697::Paul Newman|3233::Jack Carson|3876::Larry Gates|6564::Judith Anderson|8374::Madeleine Sherwood|13912::Burl Ives|13913::Vaughn Taylor
12139	Cool Hand Luke	1967	12259			2697::Paul Newman|4834::George Kennedy|5738::Dennis Hopper|10602::Clifton James|12437::Luke Askew|12623::Strother Martin|13117::Joe Don Baker|13926::Robert Donner|14353::Ralph Waite|15796::Buck Kartalian|15873::J.D. Cannon|15874::Lou Antonio|15875::Robert Drivas|15876::Jo Van Fleet|15877::Morgan Woodward|15878::Richard Davalos|15879::Warren Finnerty|15880::Wayne Rogers|15881::Andre Trottier|15882::Dean Stanton|15883::Anthony Zerbe|15884::Joy Harmon
19386	The Hustler	1961	4975	2000000		480::Murray Hamilton|2697::Paul Newman|6502::George C. Scott|7330::Piper Laurie|13409::Stefan Gierasch|22550::Jackie Gleason|31891::Myron McCormick
20553	The Sting	1973	2448	5500000		595::Dana Elcar|2523::Robert Shaw|2697::Paul Newman|2868::Dimitra Arliss|3031::Robert Redford|6839::Sally Kirkland|7825::Eileen Brennan|9793::Lee Paul|12236::Harold Gould|12628::Charles Dierkop|13251::Jack Kehoe|13909::Charles Durning|14224::Larry D. Mann|16713::Ray Walston|17880::Leonard Barr|19566::Jack Collins|20188::Joe Tornatore|36504::Robert Earl Jones|44523::James Sloyan
16029	Night at the Museum	2006	10217	110000000	574480841	672::Steve Coogan|1384::Robin Williams|1495::Brad Garrett|1955::Mickey Rooney|4728::Bill Cobbs|5714::Ben Stiller|5964::Carla Gugino|6439::Owen Wilson|6511::Paul Rudd|6693::Pierfrancesco Favino|12704::Dick Van Dyke|21437::Ricky Gervais|21910::Jake Cherry|27948::Rami Malek|31100::Brad Garret|31723::Mizuo Peck|31724::Patrick Gallagher|31725::Kim Raver|31726::Crystal the Monkey|31727::Anne Meara-Stiller
15135	Little Fockers	2010	5944	100000000	310650585	364::Robert De Niro|412::Blythe Danner|606::Thomas McCarthy|2896::Laura Dern|3239::Barbra Streisand|4646::Dustin Hoffman|5195::Harvey Keitel|5714::Ben Stiller|5958::Yul Vazquez|6439::Owen Wilson|7770::Teri Polo|8185::Jessica Alba|17326::Kevin Hart|17722::Rob Huebel|19759::Sergio CalderÃ³n|28655::Colin Baiocchi|28656::Daisy Tahan|28657::Jack Axelrod|28658::Clent Bowers|28659::Olga Fonda|28660::Laksh Singh|28661::Jake Keiffer|28662::Deepak Chopra|28663::Amy Stiller|28664::Harry Bali|28665::Celina Zambón|28666::Joseph Mazurk
15592	Midnight in Paris	2011	2643	17000000	143693474	1705::Kathy Bates|2107::Marion Cotillard|5256::Michael Sheen|6439::Owen Wilson|6707::Adrien Brody|6755::Kurt Fuller|11938::Corey Stoll|15739::Alison Pill|19095::Mimi Kennedy|28975::LÃ©a Seydoux|30015::Rachel McAdams|30252::Carla Bruni|30253::Nina Arianda|30254::Tom Hiddleston|30255::Sonia Rolland|30256::Gad Elmaleh
17352	Shanghai Noon	2000	20249	55000000	99274467	618::Henry O|4747::Xander Berkeley|6439::Owen Wilson|7516::Jackie Chan|8769::Lucy Liu|10551::Roger Yuan|16034::Walton Goggins|19629::Yuen Biao|26008::Yu Rongguang|34996::Garvin Cross|35896::Brandon Merrill|35897::Kate Luyben|35898::Jason Connery|35899::Simon R. Baker|35900::Eric Chen
13053	Fantastic Mr. Fox	2009	11520	40000000	46471023	698::Brian Cox|1385::Meryl Streep|1923::Michael Gambon|4441::Willem Dafoe|6439::Owen Wilson|6707::Adrien Brody|7256::Roman Coppola|9141::George Clooney|10059::Jason Schwartzman|11520::Wes Anderson|12792::Bill Murray|13776::Helen McCrory|15383::Wallace Wolodarsky|20440::Eric Chase Anderson|20441::Jarvis Cocker|20442::Garth Jennings
18789	The Darjeeling Limited	2007	11520		35078918	2657::Irrfan Khan|4271::Anjelica Huston|6439::Owen Wilson|6707::Adrien Brody|7202::Natalie Portman|8982::Barbet Schroeder|10059::Jason Schwartzman|12792::Bill Murray|15383::Wallace Wolodarsky|25210::Waris Ahluwalia|40049::Amara Karan|40050::Camilla Rutherford
19633	The Life Aquatic with Steve Zissou	2004	11520	50000000	34808403	100::Matthew Gray Gubler|1923::Michael Gambon|4271::Anjelica Huston|4441::Willem Dafoe|5652::Noah Taylor|6362::Cate Blanchett|6439::Owen Wilson|7010::Jeff Goldblum|11821::Bud Cort|12792::Bill Murray|14872::Seu Jorge|25210::Waris Ahluwalia|42250::Robyn Cohen|42251::Antonio Monda|42252::Isabella Blow
11466	Breakfast of Champions	1999	11742	12000000	178278	232::Barbara Hershey|274::Bruce Willis|746::Glenne Headly|1038::Nick Nolte|2106::Albert Finney|2655::Will Patton|3159::Shawnee Smith|4596::Omar Epps|5740::Vicki Lewis|6439::Owen Wilson|10543::Michael Jai White|11743::Lukas Haas|11744::Buck Henry|11745::Ken Campbell|11746::Jake Johanssen|11747::Chip Zien|11748::Alison Eastwood|11749::Michael Duncan|11750::Kurt Vonnegut Jr.|11751::Doug Maughan
14099	Hot Tub Time Machine	2010	3978	36000000	61336869	247::Lizzy Caplan|340::John Cusack|429::Thomas Lennon|1346::Crispin Glover|3983::Diora Baird|8523::William Zabka|10526::Crystal Lowe|10691::Sebastian Stan|10784::Rob Corddry|12801::Chevy Chase|16601::Craig Robinson|23284::John Cusack|23315::Kellee Stewart|24812::Clark Duke|24813::Collette Wolfe|24814::Lyndsy Fonseca|24815::Charlie McDermott
17760	Stand by Me	1986	4930	8000000	52287414	340::John Cusack|503::Kiefer Sutherland|2812::Marshall Bell|2822::Bradley Gregg|5970::Richard Dreyfuss|10397::Casey Siemaszko|11430::Corey Feldman|18405::River Phoenix|20616::Gary Riley|21189::Wil Wheaton|21357::Frances Lee McCain|26231::Bruce Kirby|37176::Richard Dreyfuss
11584	Bullets Over Broadway	1994	2643	20000000	13383747	266::Jack Warden|340::John Cusack|1472::Chazz Palminteri|2938::Edie Falco|4930::Rob Reiner|6451::Joe Viterelli|7015::Harvey Fierstein|7106::Jim Broadbent|8698::Jennifer Tilly|9293::Debi Mazar|11592::Mary-Louise Parker|11957::Dianne Wiest|12465::Tracey Ullman|12466::Stacy Nelkin|12468::Tony Darrow
15916	Mystic River	2003	1987	30000000	156822020	634::Laurence Fishburne|647::Sean Penn|658::Kevin Chapman|3145::Laura Linney|4949::Connor Paolo|5946::Marcia Gay Harden|6514::Tim Robbins|7287::Kevin Bacon|7494::Spencer Treat Clark|8371::Eli Wallach|14831::John Doman|15857::Ari Graynor|18394::Cayden Boyd|18571::Robert Wahlberg|18893::Emmy Rossum|24925::Ken Cheeseman|27961::Tom Guiry|31352::Jonathan Togo|31353::Will Lyman|31354::Michael McGovern|31355::Paul Barber
15606	Milk	2008	19046	20000000	54501383	243::James Franco|647::Sean Penn|5746::Emile Hirsch|5957::Josh Brolin|6969::Victor Garber|9614::Diego Luna|15436::Lucas Grabeel|15739::Alison Pill|15779::Stephen Spinella|17711::Joseph Cross|29255::Kelvin Han Yee|30306::Jeff Koons
20727	The Tree of Life	2011	8677	32000000	54303319	276::Brad Pitt|647::Sean Penn|6636::Kari Matchett|13929::Fiona Shaw|15954::Jessica Chastain|24554::Joanna Going|25336::Michael Showers|44950::Hunter McCracken|44951::Jackson Hurst
18000	Sweet and Lowdown	1999	2643		4197015	647::Sean Penn|741::Anthony LaPaglia|848::Gretchen Mol|1495::Brad Garrett|2643::Woody Allen|2689::Uma Thurman|4117::James Urbaniak|9414::John Waters|12468::Tony Darrow|14030::Douglas McGrath|14304::Brian Markinson|15264::Samantha Morton|37842::Molly Price|37843::Daniel Okrent|37844::Ben Duncan|37845::Nat Hentoff
17187	Saving Private Ryan	1998	1375	70000000	481840909	108::Adam Goldberg|365::Edward Burns|695::Barry Pepper|1031::Dale Dye|2370::Tom Hanks|2495::Vin Diesel|2659::Demetri Goritsas|5333::Leland Orser|5610::Matt Damon|6113::Paul Giamatti|7085::Dennis Farina|8172::Giovanni Ribisi|10278::Tom Sizemore|10803::Nathan Fillion|11260::Ted Danson|15445::Max Martini|15826::Bryan Cranston|16044::Jeremy Davies|19936::Harve Presnell|24866::Harrison Young|35393::Joerg Stadler
11783	Cast Away	2000	1597	90000000	429632142	2370::Tom Hanks|7688::Helen Hunt|10804::Jenifer Lewis|13854::Tom Hanks|13855::Nick Searcy|13856::Chris Noth|13857::Lari White|13858::Vince Martin|13859::Geoffrey Blake
17543	Sleepless in Seattle	1993	10058	21000000	227799884	1487::David Hyde Pierce|2370::Tom Hanks|4281::Dana Ivey|4290::Meg Ryan|4930::Rob Reiner|5275::Bill Pullman|6969::Victor Garber|8119::Rita Wilson|10480::Gaby Hoffmann|15179::Carey Lowell|20451::Barbara Garrick|36530::Ross Malinger
16498	Philadelphia	1993	9764	26000000	206678440	921::Charles Napier|1435::Joanne Woodward|1437::Jason Robards|1477::Roger Corman|2370::Tom Hanks|2647::Mary Steenburgen|3182::Denzel Washington|8196::Bradley Whitford|8768::Antonio Banderas|11462::Ron Vawter|12073::Roberta Maxwell|14902::Tracey Walter|16439::Anna Deavere Smith|21684::Chandra Wilson|33161::Buzz Kilman|33162::Karen Finley|33163::Julius Erving|33164::Ed Rendell
13522	Ghostbusters	1984	17048	30000000	291632124	352::Sigourney Weaver|10177::Rick Moranis|12792::Bill Murray
21155	Tootsie	1982	3938	21000000	177200000	1353::Dabney Coleman|2368::Geena Davis|3938::Sydney Pollack|4534::Teri Garr|4646::Dustin Hoffman|5569::Jessica Lange|6751::Lynne Thigpen|12792::Bill Murray|13909::Charles Durning|18692::Doris Belack|29718::Estelle Getty|30243::George Gaynes
22014	Zombieland	2009	802	23600000	102391542	603::Woody Harrelson|803::Jesse Eisenberg|12792::Bill Murray|16124::Emma Stone|17535::Abigail Breslin|19012::Amber Heard|32448::Mike White
13699	Groundhog Day	1993	4788	14600000	70906973	441::Brian Doyle-Murray|4268::Stephen Tobolowsky|4788::Harold Ramis|4822::Rick Overton|7499::Ken Hudson Campbell|8629::Andie MacDowell|10791::Rick Ducommun|12753::Chris Elliott|12792::Bill Murray|15175::Robin Duke|20728::Willie Garson|23288::Marita Geraghty
17108	Rushmore	1998	11520	20000000	17105219	698::Brian Cox|852::Luke Wilson|6334::Olivia Williams|6806::Seymour Cassel|7066::Kumar Pallana|7495::Mason Gamble|9087::Connie Nielsen|10059::Jason Schwartzman|12792::Bill Murray|32126::Sara Tanaka|35058::Stephen McCole
19465	The Jerk	1979	2145		73691419	1358::Ren Woods|2145::Carl Reiner|3144::Steve Martin|3146::Steve Martin|4079::Richard Ward|4842::M. Emmet Walsh|4930::Rob Reiner|5173::Bernadette Peters|6463::Bill Macy|6585::Maurice Evans|10378::Larry Hankin|12800::Jackie Mason|13999::Carl Gottlieb|35534::Mabel King|40123::Helena Carroll|41823::Catlin Adams
12580	Dirty Rotten Scoundrels	1988	6286		42039085	746::Glenne Headly|3146::Steve Martin|3444::Barbara Harris|4281::Dana Ivey|5015::Michael Caine|6141::Frances Conroy|13622::Anton Rodgers|15180::Louis Zorich|18171::Ian McDiarmid|18172::Meagen Fay
11796	Catch Me If You Can	2002	1375	52000000	352114312	1424::Nancy Lenehan|2160::James Brolin|2249::Leonardo DiCaprio|2264::Martin Sheen|2370::Tom Hanks|3557::Christopher Walken|13933::Amy Adams|13934::Nathalie Baye
18326	The Aviator	2004	2898	110000000	213741459	650::Danny Huston|1344::John C. Reilly|1377::Jude Law|2249::Leonardo DiCaprio|2387::Ian Holm|2669::Jane Lynch|4441::Willem Dafoe|5172::Alec Baldwin|6105::Matt Ross|6141::Frances Conroy|6362::Cate Blanchett|6979::Edward Herrmann|7623::Adam Scott|12075::Kate Beckinsale|12878::Alan Alda|13074::Stanley DeSantis|19089::Brent Spiner|22878::Kelli Garner|28645::Josie Maran|29375::J.C. MacKenzie|38694::Gwen Stefani
21660	What's Eating Gilbert Grape	1993	3750	11000000		1344::John C. Reilly|1346::Crispin Glover|2249::Leonardo DiCaprio|2647::Mary Steenburgen|2797::Johnny Depp|7041::Kevin Tighe|7294::Mary Kate Schellhardt|13116::Juliette Lewis|29935::Laura Harrington|47262::Darlene Cates
18365	The Basketball Diaries	1995	17814		2424439	2249::Leonardo DiCaprio|3016::Michael Imperioli|3161::Bruno Kirby|4779::Ernie Hudson|6168::Roy Cooper|11357::Mark Wahlberg|13116::Juliette Lewis|15163::Brittany Daniel|19951::Lorraine Bracco|24253::James Madio|38845::Alexander Chaplin|38846::Cynthia Daniel
